agency_cd	site_no	datetime	Gage_Max   	Status_Gage_Max	Gage_min	Status_gage_min	Gage_Mean	Status_Gage_Mean
USGS	14128600	2008-10-01	76.23	A	75.93	A	76.05	A
USGS	14128600	2008-10-02	76.33	A	76.03	A	76.21	A
USGS	14128600	2008-10-03	76.53	A	76.03	A	76.33	A
USGS	14128600	2008-10-04	76.33	A	76.03	A	76.11	A
USGS	14128600	2008-10-05	76.43	A	76.13	A	76.31	A
USGS	14128600	2008-10-06	76.53	A	76.13	A	76.35	A
USGS	14128600	2008-10-07	76.63	A	76.03	A	76.38	A
USGS	14128600	2008-10-08	76.63	A	76.13	A	76.37	A
USGS	14128600	2008-10-09	76.43	A	75.93	A	76.22	A
USGS	14128600	2008-10-10	76.63	A	76.03	A	76.26	A
USGS	14128600	2008-10-11	76.63	A	76.03	A	76.23	A
USGS	14128600	2008-10-12	76.33	A	75.93	A	76.08	A
USGS	14128600	2008-10-13	76.63	A	76.13	A	76.39	A
USGS	14128600	2008-10-14	76.83	A	76.23	A	76.53	A
USGS	14128600	2008-10-15	76.63	A	76.03	A	76.42	A
USGS	14128600	2008-10-16	76.53	A	76.13	A	76.29	A
USGS	14128600	2008-10-17	76.73	A	75.93	A	76.33	A
USGS	14128600	2008-10-18	76.83	A	75.93	A	76.36	A
USGS	14128600	2008-10-19	76.63	A	76.03	A	76.18	A
USGS	14128600	2008-10-20	76.33	A	75.73	A	76.03	A
USGS	14128600	2008-10-21	76.73	A	75.63	A	76.08	A
USGS	14128600	2008-10-22	76.73	A	76.13	A	76.34	A
USGS	14128600	2008-10-23	76.53	A	75.83	A	76.19	A
USGS	14128600	2008-10-24	76.53	A	75.93	A	76.09	A
USGS	14128600	2008-10-25	76.63	A	76.13	A	76.43	A
USGS	14128600	2008-10-26	76.63	A	76.23	A	76.40	A
USGS	14128600	2008-10-27	76.63	A	75.93	A	76.27	A
USGS	14128600	2008-10-28	76.43	A	75.73	A	76.15	A
USGS	14128600	2008-10-29	76.43	A	75.93	A	76.19	A
USGS	14128600	2008-10-30	76.53	A	75.93	A	76.26	A
USGS	14128600	2008-10-31	76.53	A	75.63	A	76.09	A
USGS	14128600	2008-11-01	76.53	A	76.23	A	76.41	A
USGS	14128600	2008-11-02	76.43	A	76.03	A	76.27	A
USGS	14128600	2008-11-03	76.53	A	76.13	A	76.34	A
USGS	14128600	2008-11-04	76.53	A	75.53	A	76.11	A
USGS	14128600	2008-11-05	76.83	A	75.83	A	76.45	A
USGS	14128600	2008-11-06	76.73	A	76.03	A	76.43	A
USGS	14128600	2008-11-07	76.63	A	74.93	A	75.49	A
USGS	14128600	2008-11-08	76.23	A	74.63	A	75.23	A
USGS	14128600	2008-11-09	75.83	A	74.73	A	75.03	A
USGS	14128600	2008-11-10	76.13	A	75.13	A	75.62	A
USGS	14128600	2008-11-11	76.53	A	75.63	A	75.98	A
USGS	14128600	2008-11-12	76.53	A	75.63	A	76.13	A
USGS	14128600	2008-11-13	77.23	A	75.93	A	76.72	A
USGS	14128600	2008-11-14	77.23	A	75.33	A	76.60	A
USGS	14128600	2008-11-15	76.83	A	75.93	A	76.21	A
USGS	14128600	2008-11-16	76.33	A	75.43	A	75.91	A
USGS	14128600	2008-11-17	76.33	A	75.03	A	75.67	A
USGS	14128600	2008-11-18	76.13	A	74.93	A	75.38	A
USGS	14128600	2008-11-19	76.03	A	75.23	A	75.62	A
USGS	14128600	2008-11-20	75.43	A	74.63	A	75.12	A
USGS	14128600	2008-11-21	75.90	A	74.53	A	75.06	A
USGS	14128600	2008-11-22	75.78	A	75.02	A	75.25	A
USGS	14128600	2008-11-23	75.99	A	75.36	A	75.54	A
USGS	14128600	2008-11-24	75.85	A	74.79	A	75.07	A
USGS	14128600	2008-11-25	76.28	A	74.70	A	75.32	A
USGS	14128600	2008-11-26	76.22	A	75.15	A	75.71	A
USGS	14128600	2008-11-27	76.19	A	75.02	A	75.40	A
USGS	14128600	2008-11-28	75.71	A	74.61	A	75.02	A
USGS	14128600	2008-11-29	75.73	A	75.21	A	75.44	A
USGS	14128600	2008-11-30	75.63	A	75.03	A	75.27	A
USGS	14128600	2008-12-01	75.03	A	74.21	A	74.46	A
USGS	14128600	2008-12-02	76.14	A	74.53	A	75.13	A
USGS	14128600	2008-12-03	76.02	A	75.03	A	75.30	A
USGS	14128600	2008-12-04	75.61	A	74.89	A	75.31	A
USGS	14128600	2008-12-05	76.49	A	75.00	A	75.64	A
USGS	14128600	2008-12-06	76.62	A	75.75	A	76.02	A
USGS	14128600	2008-12-07	76.64	A	75.34	A	75.84	A
USGS	14128600	2008-12-08	76.10	A	75.28	A	75.54	A
USGS	14128600	2008-12-09	76.21	A	75.03	A	75.52	A
USGS	14128600	2008-12-10	76.17	A	75.23	A	75.41	A
USGS	14128600	2008-12-11	76.31	A	75.12	A	75.61	A
USGS	14128600	2008-12-12	76.19	A	74.61	A	75.22	A
USGS	14128600	2008-12-13	76.67	A	74.74	A	75.36	A
USGS	14128600	2008-12-14	76.74	A	74.99	A	75.63	A
USGS	14128600	2008-12-15	75.30	A	73.83	A	74.57	A
USGS	14128600	2008-12-16	75.43	A	74.01	A	74.88	A
USGS	14128600	2008-12-17	75.41	A	73.98	A	74.73	A
USGS	14128600	2008-12-18	75.94	A	74.11	A	74.83	A
USGS	14128600	2008-12-19	75.65	A	73.75	A	74.62	A
USGS	14128600	2008-12-20	75.07	A	74.26	A	74.64	A
USGS	14128600	2008-12-21	75.70	A	74.53	A	74.99	A
USGS	14128600	2008-12-22	76.51	A	74.81	A	75.28	A
USGS	14128600	2008-12-23	76.15	A	74.60	A	75.22	A
USGS	14128600	2008-12-24	75.95	A	75.09	A	75.59	A
USGS	14128600	2008-12-25	75.69	A	74.62	A	74.96	A
USGS	14128600	2008-12-26	75.65	A	74.25	A	75.01	A
USGS	14128600	2008-12-27	75.47	A	74.37	A	74.67	A
USGS	14128600	2008-12-28	76.23	A	74.64	A	75.39	A
USGS	14128600	2008-12-29	76.22	A	74.83	A	75.52	A
USGS	14128600	2008-12-30	76.58	A	74.81	A	75.74	A
USGS	14128600	2008-12-31	76.29	A	75.46	A	75.92	A
USGS	14128600	2009-01-01	76.25	A	75.80	A	76.00	A
USGS	14128600	2009-01-02	76.67	A	76.14	A	76.39	A
USGS	14128600	2009-01-03	76.33	A	75.15	A	75.66	A
USGS	14128600	2009-01-04	76.14	A	75.16	A	75.63	A
USGS	14128600	2009-01-05	75.44	A	73.68	A	74.41	A
USGS	14128600	2009-01-06	74.79	A	73.78	A	74.19	A
USGS	14128600	2009-01-07	74.76	A	74.21	A	74.45	A
USGS	14128600	2009-01-08	74.48	A	73.62	A	73.89	A
USGS	14128600	2009-01-09	74.74	A	73.62	A	74.05	A
USGS	14128600	2009-01-10	74.54	A	73.75	A	74.04	A
USGS	14128600	2009-01-11	75.11	A	73.94	A	74.54	A
USGS	14128600	2009-01-12	75.70	A	74.41	A	75.05	A
USGS	14128600	2009-01-13	75.63	A	74.25	A	74.68	A
USGS	14128600	2009-01-14	77.15	A	75.37	A	76.51	A
USGS	14128600	2009-01-15	76.87	A	74.32	A	75.82	A
USGS	14128600	2009-01-16	75.27	A	73.04	A	73.97	A
USGS	14128600	2009-01-17	76.26	A	74.69	A	75.36	A
USGS	14128600	2009-01-18	76.24	A	75.54	A	75.78	A
USGS	14128600	2009-01-19	75.96	A	74.90	A	75.29	A
USGS	14128600	2009-01-20	75.96	A	73.99	A	74.77	A
USGS	14128600	2009-01-21	75.15	A	73.78	A	74.26	A
USGS	14128600	2009-01-22	75.45	A	74.30	A	74.98	A
USGS	14128600	2009-01-23	75.77	A	73.99	A	74.51	A
USGS	14128600	2009-01-24	75.81	A	75.23	A	75.48	A
USGS	14128600	2009-01-25	75.23	A	73.97	A	74.37	A
USGS	14128600	2009-01-26	74.31	A	73.05	A	73.80	A
USGS	14128600	2009-01-27	74.11	A	73.50	A	73.73	A
USGS	14128600	2009-01-28	74.85	A	73.91	A	74.19	A
USGS	14128600	2009-01-29	76.49	A	74.33	A	75.50	A
USGS	14128600	2009-01-30	76.32	A	74.43	A	75.36	A
USGS	14128600	2009-01-31	75.99	A	74.43	A	75.06	A
USGS	14128600	2009-02-01	76.03	A	74.85	A	75.36	A
USGS	14128600	2009-02-02	75.80	A	73.88	A	74.69	A
USGS	14128600	2009-02-03	75.73	A	74.84	A	75.04	A
USGS	14128600	2009-02-04	75.63	A	74.52	A	74.93	A
USGS	14128600	2009-02-05	75.85	A	75.00	A	75.45	A
USGS	14128600	2009-02-06	75.69	A	74.18	A	74.68	A
USGS	14128600	2009-02-07	75.04	A	74.53	A	74.72	A
USGS	14128600	2009-02-08	74.99	A	74.48	A	74.69	A
USGS	14128600	2009-02-09	76.13	A	73.77	A	74.86	A
USGS	14128600	2009-02-10	76.43	A	74.79	A	75.40	A
USGS	14128600	2009-02-11	76.53	A	75.41	A	75.90	A
USGS	14128600	2009-02-12	76.53	A	75.73	A	76.13	A
USGS	14128600	2009-02-13	76.24	A	75.79	A	76.03	A
USGS	14128600	2009-02-14	76.07	A	75.53	A	75.83	A
USGS	14128600	2009-02-15	76.09	A	74.81	A	75.34	A
USGS	14128600	2009-02-16	75.70	A	74.67	A	74.98	A
USGS	14128600	2009-02-17	75.42	A	74.61	A	74.97	A
USGS	14128600	2009-02-18	75.10	A	74.37	A	74.56	A
USGS	14128600	2009-02-19	74.65	A	74.29	A	74.43	A
USGS	14128600	2009-02-20	74.86	A	74.37	A	74.65	A
USGS	14128600	2009-02-21	74.70	A	74.27	A	74.43	A
USGS	14128600	2009-02-22	75.13	A	74.44	A	74.65	A
USGS	14128600	2009-02-23	75.83	A	73.98	A	74.60	A
USGS	14128600	2009-02-24	75.81	A	74.80	A	75.13	A
USGS	14128600	2009-02-25	75.99	A	74.85	A	75.42	A
USGS	14128600	2009-02-26	76.57	A	75.69	A	76.07	A
USGS	14128600	2009-02-27	76.86	A	76.07	A	76.52	A
USGS	14128600	2009-02-28	76.79	A	75.72	A	76.08	A
USGS	14128600	2009-03-01	76.06	A	74.89	A	75.39	A
USGS	14128600	2009-03-02	76.24	A	74.96	A	75.83	A
USGS	14128600	2009-03-03	76.48	A	74.97	A	75.65	A
USGS	14128600	2009-03-04	76.70	A	76.29	A	76.47	A
USGS	14128600	2009-03-05	76.93	A	76.20	A	76.57	A
USGS	14128600	2009-03-06	76.96	A	76.05	A	76.48	A
USGS	14128600	2009-03-07	76.45	A	75.61	A	75.97	A
USGS	14128600	2009-03-08	76.81	A	75.57	A	75.92	A
USGS	14128600	2009-03-09	76.70	A	76.15	A	76.40	A
USGS	14128600	2009-03-10	76.76	A	75.82	A	76.42	A
USGS	14128600	2009-03-11	76.53	A	75.71	A	76.11	A
USGS	14128600	2009-03-12	76.45	A	75.08	A	75.67	A
USGS	14128600	2009-03-13	76.41	A	75.69	A	76.03	A
USGS	14128600	2009-03-14	76.14	A	75.06	A	75.60	A
USGS	14128600	2009-03-15	76.35	A	75.63	A	75.97	A
USGS	14128600	2009-03-16	76.63	A	75.56	A	76.20	A
USGS	14128600	2009-03-17	76.64	A	75.83	A	76.26	A
USGS	14128600	2009-03-18	76.64	A	75.71	A	76.16	A
USGS	14128600	2009-03-19	76.56	A	75.43	A	75.89	A
USGS	14128600	2009-03-20	76.39	A	76.01	A	76.24	A
USGS	14128600	2009-03-21	76.60	A	76.11	A	76.39	A
USGS	14128600	2009-03-22	76.81	A	75.83	A	76.25	A
USGS	14128600	2009-03-23	76.74	A	76.27	A	76.54	A
USGS	14128600	2009-03-24	76.65	A	75.91	A	76.27	A
USGS	14128600	2009-03-25	76.61	A	75.54	A	76.14	A
USGS	14128600	2009-03-26	76.60	A	75.93	A	76.28	A
USGS	14128600	2009-03-27	76.52	A	75.13	A	75.66	A
USGS	14128600	2009-03-28	76.79	A	76.05	A	76.45	A
USGS	14128600	2009-03-29	76.88	A	75.95	A	76.33	A
USGS	14128600	2009-03-30	76.76	A	75.51	A	76.04	A
USGS	14128600	2009-03-31	76.67	A	76.06	A	76.32	A
USGS	14128600	2009-04-01	76.68	A	75.92	A	76.34	A
USGS	14128600	2009-04-02	76.83	A	75.55	A	76.14	A
USGS	14128600	2009-04-03	76.41	A	75.55	A	76.02	A
USGS	14128600	2009-04-04	76.43	A	75.74	A	76.14	A
USGS	14128600	2009-04-05	76.05	A	75.29	A	75.80	A
USGS	14128600	2009-04-06	75.83	A	74.93	A	75.35	A
USGS	14128600	2009-04-07	75.89	A	74.75	A	75.35	A
USGS	14128600	2009-04-08	76.10	A	74.45	A	75.15	A
USGS	14128600	2009-04-09	76.33	A	75.34	A	75.88	A
USGS	14128600	2009-04-10	77.58	A	75.93	A	76.66	A
USGS	14128600	2009-04-11	77.25	A	76.23	A	76.59	A
USGS	14128600	2009-04-12	76.43	A	75.62	A	76.08	A
USGS	14128600	2009-04-13	75.76	A	74.58	A	75.11	A
USGS	14128600	2009-04-14	75.99	A	74.45	A	74.91	A
USGS	14128600	2009-04-15	76.32	A	75.10	A	75.68	A
USGS	14128600	2009-04-16	76.35	A	74.72	A	75.20	A
USGS	14128600	2009-04-17	75.75	A	74.48	A	75.03	A
USGS	14128600	2009-04-18	75.58	A	74.45	A	75.09	A
USGS	14128600	2009-04-19	75.38	A	74.43	A	74.75	A
USGS	14128600	2009-04-20	75.64	A	73.67	A	74.45	A
USGS	14128600	2009-04-21	75.57	A	74.09	A	74.64	A
USGS	14128600	2009-04-22	75.16	A	74.25	A	74.51	A
USGS	14128600	2009-04-23	76.93	A	74.23	A	75.48	A
USGS	14128600	2009-04-24	77.76	A	76.63	A	77.19	A
USGS	14128600	2009-04-25	77.18	A	75.26	A	76.06	A
USGS	14128600	2009-04-26	76.74	A	75.28	A	75.99	A
USGS	14128600	2009-04-27	76.51	A	75.22	A	76.01	A
USGS	14128600	2009-04-28	76.97	A	74.07	A	75.64	A
USGS	14128600	2009-04-29	76.80	A	74.84	A	75.33	A
USGS	14128600	2009-04-30	76.61	A	74.41	A	75.74	A
USGS	14128600	2009-05-01	77.01	A	75.41	A	75.95	A
USGS	14128600	2009-05-02	76.67	A	75.03	A	75.62	A
USGS	14128600	2009-05-03	76.01	A	75.13	A	75.43	A
USGS	14128600	2009-05-04	76.23	A	75.15	A	75.59	A
USGS	14128600	2009-05-05	76.49	A	75.16	A	75.84	A
USGS	14128600	2009-05-06	77.61	A	75.77	A	76.45	A
USGS	14128600	2009-05-07	77.57	A	75.86	A	76.45	A
USGS	14128600	2009-05-08	75.86	A	74.02	A	74.50	A
USGS	14128600	2009-05-09	76.11	A	74.87	A	75.60	A
USGS	14128600	2009-05-10	76.24	A	75.84	A	75.97	A
USGS	14128600	2009-05-11	76.96	A	75.51	A	76.16	A
USGS	14128600	2009-05-12	77.20	A	75.25	A	76.30	A
USGS	14128600	2009-05-13	77.57	A	76.70	A	76.97	A
USGS	14128600	2009-05-14	77.53	A	75.12	A	76.10	A
USGS	14128600	2009-05-15	76.75	A	74.95	A	75.64	A
USGS	14128600	2009-05-16	76.80	A	74.55	A	75.54	A
USGS	14128600	2009-05-17	76.49	A	74.45	A	75.19	A
USGS	14128600	2009-05-18	77.53	A	74.62	A	75.51	A
USGS	14128600	2009-05-19	77.60	A	75.45	A	76.43	A
USGS	14128600	2009-05-20	77.33	A	76.67	A	76.88	A
USGS	14128600	2009-05-21	77.35	A	76.21	A	76.57	A
USGS	14128600	2009-05-22	77.44	A	76.06	A	76.49	A
USGS	14128600	2009-05-23	76.77	A	74.54	A	75.41	A
USGS	14128600	2009-05-24	77.34	A	76.06	A	76.39	A
USGS	14128600	2009-05-25	77.22	A	75.71	A	76.20	A
USGS	14128600	2009-05-26	76.78	A	76.18	A	76.60	A
USGS	14128600	2009-05-27	76.61	A	75.85	A	76.24	A
USGS	14128600	2009-05-28	76.60	A	75.85	A	76.21	A
USGS	14128600	2009-05-29	76.62	A	74.86	A	75.67	A
USGS	14128600	2009-05-30	77.11	A	76.02	A	76.55	A
USGS	14128600	2009-05-31	77.35	A	76.55	A	76.84	A
USGS	14128600	2009-06-01	77.37	A	76.51	A	76.80	A
USGS	14128600	2009-06-02	77.57	A	76.33	A	76.89	A
USGS	14128600	2009-06-03	77.57	A	76.01	A	76.72	A
USGS	14128600	2009-06-04	77.29	A	76.33	A	76.73	A
USGS	14128600	2009-06-05	76.81	A	76.49	A	76.66	A
USGS	14128600	2009-06-06	77.50	A	76.18	A	76.63	A
USGS	14128600	2009-06-07	78.25	A	77.07	A	77.56	A
USGS	14128600	2009-06-08	78.18	A	77.67	A	77.80	A
USGS	14128600	2009-06-09	77.71	A	76.78	A	77.14	A
USGS	14128600	2009-06-10	77.43	A	75.51	A	76.29	A
USGS	14128600	2009-06-11	77.27	A	74.75	A	75.63	A
USGS	14128600	2009-06-12	77.19	A	76.18	A	76.69	A
USGS	14128600	2009-06-13	77.50	A	76.30	A	76.90	A
USGS	14128600	2009-06-14	77.72	A	75.67	A	76.55	A
USGS	14128600	2009-06-15	77.62	A	74.90	A	76.03	A
USGS	14128600	2009-06-16	77.49	A	76.65	A	77.10	A
USGS	14128600	2009-06-17	77.29	A	76.71	A	77.07	A
USGS	14128600	2009-06-18	77.85	A	76.43	A	76.94	A
USGS	14128600	2009-06-19	77.29	A	76.20	A	76.70	A
USGS	14128600	2009-06-20	77.18	A	74.50	A	75.51	A
USGS	14128600	2009-06-21	77.39	A	75.94	A	76.59	A
USGS	14128600	2009-06-22	77.40	A	76.79	A	77.04	A
USGS	14128600	2009-06-23	77.89	A	76.43	A	77.09	A
USGS	14128600	2009-06-24	77.76	A	76.77	A	77.30	A
USGS	14128600	2009-06-25	77.43	A	76.57	A	76.88	A
USGS	14128600	2009-06-26	76.99	A	75.88	A	76.22	A
USGS	14128600	2009-06-27	77.03	A	76.42	A	76.63	A
USGS	14128600	2009-06-28	76.73	A	75.95	A	76.33	A
USGS	14128600	2009-06-29	77.10	A	74.57	A	75.81	A
USGS	14128600	2009-06-30	77.58	A	75.93	A	76.81	A
USGS	14128600	2009-07-01	77.45	A	76.73	A	76.91	A
USGS	14128600	2009-07-02	76.85	A	75.31	A	76.08	A
USGS	14128600	2009-07-03	76.79	A	74.69	A	75.58	A
USGS	14128600	2009-07-04	76.91	A	76.30	A	76.69	A
USGS	14128600	2009-07-05	76.73	A	76.09	A	76.43	A
USGS	14128600	2009-07-06	76.77	A	76.03	A	76.47	A
USGS	14128600	2009-07-07	77.20	A	75.37	A	76.01	A
USGS	14128600	2009-07-08	77.42	A	76.18	A	76.73	A
USGS	14128600	2009-07-09	77.71	A	76.19	A	76.81	A
USGS	14128600	2009-07-10	77.49	A	76.67	A	77.04	A
USGS	14128600	2009-07-11	77.40	A	76.57	A	76.94	A
USGS	14128600	2009-07-12	77.42	A	75.07	A	76.29	A
USGS	14128600	2009-07-13	77.05	A	74.56	A	75.61	A
USGS	14128600	2009-07-14	76.87	A	75.19	A	76.13	A
USGS	14128600	2009-07-15	76.72	A	75.74	A	76.31	A
USGS	14128600	2009-07-16	77.08	A	76.07	A	76.57	A
USGS	14128600	2009-07-17	76.76	A	76.11	A	76.36	A
USGS	14128600	2009-07-18	76.43	A	75.84	A	76.14	A
USGS	14128600	2009-07-19	76.46	A	74.87	A	75.57	A
USGS	14128600	2009-07-20	76.51	A	76.04	A	76.27	A
USGS	14128600	2009-07-21	76.41	A	74.82	A	75.55	A
USGS	14128600	2009-07-22	76.72	A	75.93	A	76.24	A
USGS	14128600	2009-07-23	76.69	A	76.18	A	76.38	A
USGS	14128600	2009-07-24	76.87	A	76.17	A	76.43	A
USGS	14128600	2009-07-25	76.89	A	75.31	A	75.88	A
USGS	14128600	2009-07-26	75.31	A	74.67	A	74.99	A
USGS	14128600	2009-07-27	75.63	A	73.71	A	74.55	A
USGS	14128600	2009-07-28	76.39	A	74.93	A	75.51	A
USGS	14128600	2009-07-29	76.80	A	74.88	A	75.72	A
USGS	14128600	2009-07-30	76.57	A	74.71	A	75.32	A
USGS	14128600	2009-07-31	76.55	A	75.22	A	75.57	A
USGS	14128600	2009-08-01	76.53	A	75.19	A	75.80	A
USGS	14128600	2009-08-02	75.67	A	74.90	A	75.24	A
USGS	14128600	2009-08-03	75.47	A	75.03	A	75.23	A
USGS	14128600	2009-08-04	75.39	A	74.53	A	74.80	A
USGS	14128600	2009-08-05	75.82	A	74.75	A	75.29	A
USGS	14128600	2009-08-06	75.42	A	74.67	A	75.05	A
USGS	14128600	2009-08-07	76.36	A	75.00	A	75.67	A
USGS	14128600	2009-08-08	76.71	A	76.31	A	76.54	A
USGS	14128600	2009-08-09	76.72	A	76.22	A	76.47	A
USGS	14128600	2009-08-10	76.68	A	76.14	A	76.38	A
USGS	14128600	2009-08-11	76.48	A	75.91	A	76.13	A
USGS	14128600	2009-08-12	76.48	A	75.69	A	76.03	A
USGS	14128600	2009-08-13	76.31	A	75.77	A	76.05	A
USGS	14128600	2009-08-14	76.01	A	75.70	A	75.81	A
USGS	14128600	2009-08-15	75.85	A	75.54	A	75.67	A
USGS	14128600	2009-08-16	75.62	A	75.47	A	75.54	A
USGS	14128600	2009-08-17	75.52	A	75.33	A	75.43	A
USGS	14128600	2009-08-18	76.10	A	75.19	A	75.52	A
USGS	14128600	2009-08-19	76.41	A	76.05	A	76.22	A
USGS	14128600	2009-08-20	76.50	A	75.49	A	76.02	A
USGS	14128600	2009-08-21	76.26	A	75.54	A	75.78	A
USGS	14128600	2009-08-22	76.00	A	75.15	A	75.77	A
USGS	14128600	2009-08-23	75.67	A	74.25	A	74.78	A
USGS	14128600	2009-08-24	75.92	A	75.55	A	75.73	A
USGS	14128600	2009-08-25	76.15	A	75.55	A	75.77	A
USGS	14128600	2009-08-26	76.70	A	76.14	A	76.48	A
USGS	14128600	2009-08-27	76.71	A	76.28	A	76.47	A
USGS	14128600	2009-08-28	76.45	A	75.96	A	76.21	A
USGS	14128600	2009-08-29	76.57	A	75.85	A	76.07	A
USGS	14128600	2009-08-30	76.62	A	75.48	A	75.93	A
USGS	14128600	2009-08-31	76.58	A	76.24	A	76.39	A
USGS	14128600	2009-09-01	76.42	A	75.76	A	75.99	A
USGS	14128600	2009-09-02	76.37	A	75.75	A	76.00	A
USGS	14128600	2009-09-03	76.25	A	75.55	A	75.94	A
USGS	14128600	2009-09-04	76.27	A	75.85	A	76.08	A
USGS	14128600	2009-09-05	76.02	A	75.62	A	75.82	A
USGS	14128600	2009-09-06	75.71	A	75.40	A	75.56	A
USGS	14128600	2009-09-07	76.78	A	75.29	A	75.94	A
USGS	14128600	2009-09-08	77.25	A	76.57	A	76.96	A
USGS	14128600	2009-09-09	77.41	A	77.18	A	77.27	A
USGS	14128600	2009-09-10	77.69	A	77.38	A	77.45	A
USGS	14128600	2009-09-11	77.80	A	77.22	A	77.45	A
USGS	14128600	2009-09-12	77.64	A	77.29	A	77.44	A
USGS	14128600	2009-09-13	77.46	A	77.02	A	77.25	A
USGS	14128600	2009-09-14	77.72	A	77.22	A	77.47	A
USGS	14128600	2009-09-15	77.70	A	77.24	A	77.46	A
USGS	14128600	2009-09-16	77.39	A	77.09	A	77.19	A
USGS	14128600	2009-09-17	77.35	A	77.06	A	77.21	A
USGS	14128600	2009-09-18	77.63	A	77.27	A	77.42	A
USGS	14128600	2009-09-19	77.64	A	76.88	A	77.16	A
USGS	14128600	2009-09-20	77.64	A	77.41	A	77.52	A
USGS	14128600	2009-09-21	77.70	A	77.32	A	77.50	A
USGS	14128600	2009-09-22	77.60	A	77.19	A	77.36	A
USGS	14128600	2009-09-23	77.60	A	77.01	A	77.21	A
USGS	14128600	2009-09-24	77.61	A	77.16	A	77.43	A
USGS	14128600	2009-09-25	77.83	A	77.25	A	77.50	A
USGS	14128600	2009-09-26	77.83	A	77.03	A	77.35	A
USGS	14128600	2009-09-27	77.84	A	77.43	A	77.61	A
USGS	14128600	2009-09-28	77.73	A	77.15	A	77.41	A
USGS	14128600	2009-09-29	77.63	A	77.27	A	77.46	A
USGS	14128600	2009-09-30	77.58	A	77.13	A	77.33	A
USGS	14128600	2009-10-01	77.67	A	77.41	A	77.54	A
USGS	14128600	2009-10-02	77.61	A	76.97	A	77.36	A
USGS	14128600	2009-10-03	77.64	A	77.40	A	77.48	A
USGS	14128600	2009-10-04	77.78	A	77.60	A	77.67	A
USGS	14128600	2009-10-05	77.83	A	77.47	A	77.61	A
USGS	14128600	2009-10-06	77.65	A	77.31	A	77.47	A
USGS	14128600	2009-10-07	77.89	A	76.85	A	77.20	A
USGS	14128600	2009-10-08	77.79	A	76.78	A	77.32	A
USGS	14128600	2009-10-09	77.75	A	76.71	A	77.37	A
USGS	14128600	2009-10-10	77.73	A	76.96	A	77.35	A
USGS	14128600	2009-10-11	77.62	A	77.21	A	77.45	A
USGS	14128600	2009-10-12	77.32	A	76.98	A	77.19	A
USGS	14128600	2009-10-13	77.77	A	76.91	A	77.39	A
USGS	14128600	2009-10-14	77.79	A	77.33	A	77.55	A
USGS	14128600	2009-10-15	77.77	A	77.07	A	77.49	A
USGS	14128600	2009-10-16	77.45	A	77.07	A	77.20	A
USGS	14128600	2009-10-17	77.47	A	77.23	A	77.34	A
USGS	14128600	2009-10-18	77.47	A	77.11	A	77.26	A
USGS	14128600	2009-10-19	77.55	A	77.08	A	77.26	A
USGS	14128600	2009-10-20	77.59	A	77.19	A	77.44	A
USGS	14128600	2009-10-21	77.73	A	77.19	A	77.48	A
USGS	14128600	2009-10-22	77.55	A	76.95	A	77.33	A
USGS	14128600	2009-10-23	77.57	A	77.24	A	77.40	A
USGS	14128600	2009-10-24	77.73	A	77.24	A	77.47	A
USGS	14128600	2009-10-25	77.69	A	77.27	A	77.51	A
USGS	14128600	2009-10-26	77.34	A	76.57	A	76.92	A
USGS	14128600	2009-10-27	77.65	A	77.11	A	77.33	A
USGS	14128600	2009-10-28	77.64	A	77.17	A	77.39	A
USGS	14128600	2009-10-29	77.46	A	76.85	A	77.10	A
USGS	14128600	2009-10-30	77.04	A	76.85	A	76.94	A
USGS	14128600	2009-10-31	77.23	A	76.75	A	76.97	A
USGS	14128600	2009-11-01	77.58	A	77.05	A	77.29	A
USGS	14128600	2009-11-02	77.34	A	77.10	A	77.24	A
USGS	14128600	2009-11-03	77.58	A	77.14	A	77.33	A
USGS	14128600	2009-11-04	78.22	A	77.26	A	77.73	A
USGS	14128600	2009-11-05	77.83	A	76.73	A	77.25	A
USGS	14128600	2009-11-06	77.83	A	77.00	A	77.46	A
USGS	14128600	2009-11-07	77.90	A	77.55	A	77.72	A
USGS	14128600	2009-11-08	77.85	A	77.19	A	77.62	A
USGS	14128600	2009-11-09	77.82	A	76.23	A	77.10	A
USGS	14128600	2009-11-10	77.72	A	76.99	A	77.24	A
USGS	14128600	2009-11-11	77.50	A	76.67	A	76.90	A
USGS	14128600	2009-11-12	77.23	A	76.28	A	76.65	A
USGS	14128600	2009-11-13	77.19	A	76.55	A	76.81	A
USGS	14128600	2009-11-14	77.07	A	76.61	A	76.74	A
USGS	14128600	2009-11-15	77.49	A	76.40	A	76.69	A
USGS	14128600	2009-11-16	77.90	A	76.92	A	77.29	A
USGS	14128600	2009-11-17	77.79	A	76.75	A	77.18	A
USGS	14128600	2009-11-18	77.90	A	76.82	A	77.38	A
USGS	14128600	2009-11-19	77.89	A	76.72	A	77.35	A
USGS	14128600	2009-11-20	77.73	A	76.17	A	76.70	A
USGS	14128600	2009-11-21	77.97	A	76.38	A	76.92	A
USGS	14128600	2009-11-22	77.97	A	76.45	A	77.17	A
USGS	14128600	2009-11-23	77.71	A	76.47	A	76.81	A
USGS	14128600	2009-11-24	77.61	A	76.41	A	76.92	A
USGS	14128600	2009-11-25	77.60	A	76.28	A	76.84	A
USGS	14128600	2009-11-26	77.67	A	76.35	A	76.81	A
